,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
197106,-4.11,-1.67,-1.79,-2.61,-3.04,-5.01,-1.44,-1.13,-1.84,-0.31,-2.83,0.21,-0.89,-1.52,0.03,-2.54,1.11,0.28,1.9,0.72,0.02,0.95,0.51,0.01,0.74
197107,-8.18,-4.69,-4.39,-4.39,-6.59,-7.73,-5.37,-1.74,-3.51,-5.8,-7.8,-3.88,-4.01,-0.63,-4.91,-8.15,-4.75,-4.87,-2.61,-3.65,-8.81,-5.13,-2.72,-3.04,-4.5
197108,8.48,3.32,1.55,2.8,3.28,9.42,5.17,2.18,5.71,6.32,10.24,1.88,4.18,4.82,5.94,6.35,4.88,3.33,3.57,6.12,9.83,4.88,2.26,3.08,5
197109,-2.34,-2.24,-0.08,-0.79,0.14,-3.23,-1.78,-2.84,0.26,-1.34,-0.57,-2.14,-0.87,-1.32,1.21,-0.79,-1.28,-0.17,-0.81,0.84,-0.37,-2.49,1.06,-1.74,-0.14
197110,-7.47,-5.42,-4.76,-6.14,-6.05,-6.64,-3.79,-5.83,-5.32,-5.88,-7.57,-3.61,-5.35,-5.64,-5.86,-4.39,-4.02,-2.88,-4.49,-5.91,-5.21,-2.95,-3.92,-4.54,-2.79
197111,-5.32,-4.1,-2.83,-3.9,-4.44,-2.49,-0.78,-2.87,-0.04,-3.98,-4.43,-4.74,-0.46,-0.73,-2.22,-0.51,-0.9,-2.35,-0.98,-0.31,0.24,-0.23,0.87,0.84,1.17
197112,14.62,10.38,10.27,11.53,13.53,14.52,11.58,9.51,10.91,13.93,15.89,11.25,10.91,9.75,10.36,11.88,9.6,9.69,10.56,11.12,8.41,7.28,9.04,8.51,8.95
197201,17.81,11.14,12.81,12.13,11.61,12.12,8.19,8.22,4.31,5.98,8.08,4.71,6.02,2.23,5.58,10.24,2.17,0.41,2.71,2.22,4.59,1.83,0.98,2.65,1.2
197202,5.49,4.59,3.85,3.13,4.09,2.78,2.05,1.89,3.93,4.39,1.66,3.71,-1.21,3.34,4.06,2.81,0.62,1.77,3.07,5.22,2.36,1.39,2.21,3.38,6.45
197203,-1.79,-2.4,0,-0.59,-1.81,0.72,-2.95,-0.65,1.33,0.05,-0.43,2.18,0.54,-0.22,1.09,0.13,0.01,1.12,1.62,0.35,-1.04,0.04,0.78,1.06,0.96
197204,0.87,1.73,0.32,-0.39,-1.91,3.25,0.79,-0.62,1.61,0.95,-0.08,-2.83,-1.16,0.17,-0.39,2.24,-1.21,-0.03,0.32,-0.22,1.57,-0.1,-0.84,1.23,2.38
197205,-2.47,-4.36,0.11,-2.6,-3.18,-1.96,-3.59,-2.74,-2.35,-4.26,-2.56,-2.07,-0.88,-0.27,-0.08,0.4,-1.26,-0.2,0.17,0.89,2,1.6,2.22,2.71,3.85
197206,-3.25,-3.83,-1.7,-3.84,-4.49,-2.48,-1.57,-1.71,-4.02,-3.58,-5.51,-2.66,-3.45,-0.17,-2.77,-5.15,-1.93,-1.98,-4.53,-4.24,-8.99,-3.35,-0.25,-2.21,-0.69
197207,-2.73,-3.13,-2.51,-4.1,-5.39,-6.06,-1.43,-2.75,-4.36,-3.55,-2.27,0.12,-1.26,-1.61,-2.5,-3.91,0.58,-2.51,-1.66,-4.85,-8.94,-0.07,-0.25,1.53,-0.39
197208,0.99,2.64,2.29,1.9,-2.01,2.12,2.86,1.18,1.41,-1.29,5.54,3.6,4.21,3.41,0.78,5.79,4.83,4.96,4.56,0.63,1.04,6.2,7.39,2.97,0.81
197209,-4.89,-4.27,-2.28,-2.71,-4.81,-4.28,-3.15,-2.01,-4.26,-3.84,-2.61,-0.46,-1.46,-1.29,-3.31,-4.09,-3.3,-1.52,-0.93,-2.79,-3.65,-1.8,0.35,-0.12,0.51
197210,-3.65,-1.88,-2.27,-2.63,-1.21,-1.24,0.9,-1.05,-1.36,0.5,-0.32,1.92,0.56,2.57,-5.04,-1.22,1.36,1.94,0.36,-1.03,1.44,2.73,-0.02,1.55,1.96
197211,5.29,6.69,6.78,5.54,5.61,5.89,6.49,4.57,7.44,4.32,8.67,6.28,5.67,6.67,8.56,8.87,7.72,7.82,7.73,8.19,2.39,7.5,4.97,4.34,2.93
197212,-3.34,-2.34,-1.16,-1.84,-3.8,-2.38,-3.96,-3.01,-1.58,-1.84,-2.3,-2.11,0,0.32,0.11,-2.18,-3.49,-2.18,-0.07,-0.93,0.05,-1.92,1.5,2.16,2.78
197301,-1.43,-2.7,-1.14,-5.82,-5.25,-5.65,-5.67,-4.04,-3.35,-8.62,-5.83,-7.61,-3.18,-7.27,-8.86,-5.28,-4.95,-4.92,-4.56,-8.29,-2.89,-3.27,0.98,-1.73,-3.25
197302,-8.06,-7.97,-5.44,-6.16,-10.21,-7.73,-6.75,-6.4,-7.2,-11.1,-9.47,-7.52,-4.5,-5.82,-9.66,-6.7,-5.12,-3.61,-5.81,-6.34,-5.21,-3.14,-3.27,-3.5,-3.21
197303,-2.35,-1.49,-0.8,-3.47,-3.9,-1.41,-2.08,-2.07,-4.74,-1.71,-1.24,-1.99,-3.5,-1.44,-3.98,-0.99,-1.67,-1.2,-2.73,-3.84,-1.53,-0.48,0.24,0.55,-1.16
197304,-7.18,-7.5,-5.59,-5.26,-10.86,-8.05,-7.36,-4.57,-5.1,-7.71,-6.06,-2.53,-2.94,-5.02,-8.48,-4.15,-4.58,-3.31,-6.88,-8.64,-3.93,-0.8,-2.07,-5.13,-5.84
197305,-10.9,-8.84,-8.77,-7.38,-7.94,-8.24,-8.72,-7.39,-6.1,-10.28,-8.35,-9.63,-4.47,-6.63,-8.85,-5.2,-5.97,-2.09,-5.85,-8.52,-6.28,-3.93,-1.33,-0.27,0.44
197306,-3,-3.07,-5.05,-3.08,-5.69,-2.92,-3.08,-4.28,-2.59,-2.71,-0.49,-2.56,-1.68,-2.29,-2.85,-2.94,-4.68,-1.15,-3.01,-4.22,-3.13,-1.6,-0.88,-0.07,-0.27
197307,14.72,11.91,12.32,14.65,16.8,14.29,10.98,8.47,10.6,15.69,13.14,7.41,6.01,7.76,16.63,16.53,7.4,4.68,7.04,13.25,5.33,4.91,0.25,1.2,6.1
197308,-5.65,-5.87,-3.43,-7.21,-4.99,-3.93,-5.08,-4.43,-4.72,-3.22,-2.05,-2.19,-1.19,-2.22,-3.61,3.6,-3.9,0.41,-3.67,-2.02,-5.8,-1.27,-3.58,-3.3,-3.51
197309,8.43,8.48,10.13,9.22,13.23,13.1,12.16,10.84,9.13,12.83,14.66,10.54,8.65,11.46,8.95,11.32,13.5,10.5,11.29,12.26,14.02,10.02,8.15,1.31,2.51
197310,1.8,-0.19,-0.43,-3.38,-2.21,1.71,-1.34,0.09,0.41,0.14,1.01,0.25,0.78,3.9,-5.31,3.39,1.07,0.4,-0.02,-2.64,-9.17,2.06,-0.99,-0.32,-0.1
197311,-20.2,-17.43,-17.9,-15.31,-26.81,-19.87,-20.32,-16.24,-17.12,-19.79,-18.79,-18.03,-15.44,-15.75,-20,-19.44,-15.29,-14.27,-12.85,-20.8,-17.89,-9.61,-12.84,-9.3,-10.78
197312,-6.69,-4.71,-0.97,-3.07,-5.23,-2.46,-1.04,-1.3,-1.54,-1.17,1.76,-0.4,0.2,2.74,-2.99,0.95,3.02,3.51,3.42,1.51,0.88,8.95,1.3,1.59,0.85
197401,24.65,17.96,15.14,11.15,10.88,17,13.16,11.08,9.49,13.47,11.75,11.42,7.76,9.21,7.59,14.42,12.2,5.71,2.69,1.39,6.89,-4.28,1.28,0.83,-3.3
197402,-1.23,2.13,0.26,-1.85,-3.08,2.72,2.53,3.26,-2.33,0.91,1.95,2.82,2.29,-0.78,-3.06,3.67,1.26,1.93,1.94,-2.62,2.88,5.75,2,1.46,-1.3
197403,0.85,2.14,2.13,1.69,-1.97,-2.14,-0.61,-1.37,0.56,-1.11,-2.87,-1.91,-0.35,-2.94,0.87,-0.73,-0.36,-4.46,-3.59,-2.4,-9.19,-1.29,-3.85,-3.34,-1.64
197404,-6.16,-4.54,-4.67,-5.78,-6.01,-6.64,-2.95,-4.61,-3.71,-4.69,-3.81,-5.12,-3.46,-6.97,-7.52,-0.22,-1.25,-6.74,-8.51,-7.65,-1.48,-4.47,-7.42,-5.15,-2.99
197405,-7.88,-8.42,-7.63,-5.23,-5.39,-9.81,-8.46,-7.91,-7.32,-6.6,-7.21,-7.2,-6.59,-6.25,-10.4,-1.35,-6.29,-6.25,-6.05,-7.96,-15.77,-6.86,-4.64,-3.85,-0.93
197406,-3.02,-2.14,-1.3,-2.34,-0.82,-3.5,-3.17,-1.35,-1.75,-0.38,-2.32,-1.63,-2.34,-2.74,-3.56,-4,-7.21,-3.85,-3.28,0.96,-4.94,-4.55,-2.31,-1.61,-1.27
197407,-4.37,-3.39,-3.24,-4.11,-12.06,-4.66,-4.42,-1.1,-2.67,-4,-3.27,-2.86,-2.71,-2.46,-1.52,-7.77,-3.2,-3.87,-2.36,-6.26,-3.54,-6.05,-3.91,-6.16,-9.93
197408,-8.36,-6.61,-5.56,-10.51,-7.97,-3.7,-9.01,-6.61,-8.25,-9.45,-5.29,-5.58,-10.04,-5.56,-12.13,-7.3,-6.54,-8.98,-8.44,-10.59,-8.54,-6.89,-7.99,-5.43,-10.46
197409,-8.58,-7.01,-7.66,-5.1,-10.29,-9.1,-8.07,-4.53,-5.2,-13.46,-8.93,-9.26,-8.2,-5.38,-13.59,-11.61,-9.09,-5.55,-5.44,-8.46,-7.74,-9.45,-8.3,-9.14,-14.32
197410,8.61,9.12,9.98,8.34,14.8,10.36,9.5,11.08,7.07,19.37,10.81,12.89,12.8,7.55,16.51,8.9,11.07,9.92,13.72,18.69,17.9,10.37,12.39,15.46,20.74
197411,-7.84,-6.65,-5.96,-2.42,-12.72,-4.54,-5.6,-5.25,-3.32,-4.74,-5.11,-2.78,-3.63,-2.36,-1.29,-5.95,-3.24,-2.41,-1.62,-3.83,7.42,-2.76,-3.93,-2.72,-5.43
197412,-10.96,-9.5,-6.6,-8.46,-0.63,-9.57,-5.82,-6.78,-6.16,-4.44,-6.96,-6.49,-6.04,-3.86,-4.54,-5.34,-5.04,-4.79,-3.31,-3.56,-5,-2.47,-1.3,-0.88,-2.53
197501,41.53,36.44,25.98,31.23,31.51,37.66,30.89,27.1,21.48,21.49,33.76,28.48,24.03,23.2,22.55,30.74,25.56,24.54,22.95,17.02,26.76,18.84,16.71,14.59,7.43
197502,5.01,1.23,0.94,5.65,3.65,8.13,2.9,0.7,4.66,5.42,4.65,5.43,6.2,2.22,4.38,10.46,5.32,2.24,4.91,3.87,2.92,5.89,8.11,4.48,7.21
197503,13.44,9.31,8.43,5.56,12.37,15.56,5.39,3.59,6.43,6.6,10,7.39,5.13,6.43,7.03,10.03,9.68,5.53,3.75,4.84,6.77,3.88,0.55,0.75,3.16
197504,2.39,0.81,3.17,1.28,6.44,2.97,2.29,1.82,5.13,6.46,5.8,4.63,3.79,3.48,8.73,6.05,6.15,0.6,6.49,5.14,5.3,3.88,2.43,1.32,7.68
197505,8.33,8.83,4.85,4.62,7.19,8.4,9.74,9.79,8.91,9.45,9.75,9.51,5.25,4.21,7.6,5.16,5.04,7.17,4.51,6.79,10.84,8.67,4.39,4.33,5.48
197506,11.78,8.36,7.42,7.13,8.93,8.51,6.06,6.68,8.18,3.98,6.42,9.24,5.24,6.43,4.49,3.55,8.46,8.52,7.97,7.26,4.17,8.44,4.21,4.95,4.5
197507,-0.32,-1.99,-1.34,-2.76,1.67,-3.43,-3.18,-2.66,-3.49,-2.95,-5.41,-4.42,-5.72,-3.03,-3.97,-4.32,-5.26,-6.22,-6.53,-6.24,-6.1,-7.3,-5.26,-5.64,-7.72
197508,-8.18,-6.21,-5.41,-5.11,-4.85,-7.6,-4.66,-4.07,-3.93,-4.35,-4.69,-4.54,-3.2,-2.57,-3.56,-1.76,-3.49,-3.89,-2.46,-3.03,-5.95,-2.28,-1.6,-1.55,-1.26
197509,-5.7,-2.36,-2.18,-1.95,-3.31,-5.06,-4.54,-3.15,-1.21,-3.23,-5.4,-4.55,-3.22,-2.47,-2.31,-4.91,-3.52,-1.79,-3.36,-5.27,-6.09,-1.49,-2.9,-3.09,-3.8
197510,-1.12,1.56,1.24,0.88,-0.04,5.02,5.19,2.59,4.54,1.75,2.23,2.83,5.74,3.43,2.15,7.52,9.55,5.67,6.8,2.46,10.04,6.87,9.92,7.43,4.47
197511,2.16,4.36,1.69,2.72,0.8,2.58,4.52,5.4,4.7,0.56,1.89,4.84,3,3.39,3.25,6.71,3.18,6.1,3.56,2.27,6.76,4.91,4.09,3.42,1.66
197512,-2.16,-1.11,-1.23,-1.72,-0.89,-0.27,0.13,-1.45,0.23,-0.81,-0.11,1.07,-1.13,0.93,1.03,0.31,-1.02,-1,-0.55,-0.73,-5.82,0.24,-1.66,-0.76,-1.33
197601,31.17,23.97,20.54,20.22,15.61,25.83,22.02,20.27,16.87,18.64,23.09,19.25,17.09,15.45,14.56,22.15,16.39,15.57,15.86,13.82,21.53,12.81,13.39,11.25,9.73
197602,16.79,12.14,11.43,7.28,10.6,13.31,6.02,5.56,6.58,8.57,9.64,7.68,5.08,5.41,5.83,6.03,3.07,1.67,2.11,3.66,2.86,2.42,-0.59,-2.19,-1.59
197603,1.8,0.15,-0.69,0.8,-0.31,1.66,2.21,1.73,3.78,1.25,4.71,-0.71,2.17,1.58,0.32,3.03,3.23,2.7,1.85,0.53,0.71,4.96,1.2,2.84,3.73
197604,-4.12,-2.77,0.38,-0.38,-1.99,-3.33,0.55,-1.61,1.27,-1.86,-3.22,-3.3,0.28,-0.03,-0.55,-4.71,-1.94,-0.57,-0.95,-0.09,-2.83,-0.12,-1.09,-1.52,-0.7
197605,-4.32,-1.88,-0.17,0.29,-0.56,-4.84,-4.66,-1.25,1.35,2.69,-4.66,-1.74,-0.97,-0.13,0.73,-3.16,-3.95,-2.21,-0.45,-0.07,-2.34,-1.04,-1.33,-0.95,-0.13
197606,3.49,4.01,2.86,4.16,2.98,5.07,2.69,4.55,3.59,4.42,7.49,8.54,4.49,5.37,6.03,6.92,6.58,6.02,5.14,6.89,9.81,4.65,6.33,2.35,4.2
197607,0.26,-0.62,2.08,0.67,-1.27,-0.96,2.63,-0.17,2.35,-1.19,-0.13,-1.06,1.06,1.03,-1.91,-0.99,0.9,-0.38,0.63,-2.66,-0.99,-0.29,-1.08,1.2,-1.62
197608,-3.66,-1.48,-0.92,0.19,-1.83,-2.88,-1.49,-0.96,-2.89,-3.43,-2.89,-0.49,-1.47,-1.2,-3.25,-4.8,0.03,0.29,1.2,-0.91,2.6,0.5,1.53,1.12,-0.67
197609,1.08,2,2.24,2.33,3.59,2.33,4.08,2.45,1.56,4.35,1.4,2.45,0.85,3.05,2.58,1.78,1.8,2.6,3.47,1.57,2.73,2.49,2.67,2.11,2.78
197610,-3.65,-2.82,-1.89,-3.37,0.82,-2.88,-0.93,-2.27,-2.36,-2.89,-2.58,-3.53,-2.02,-0.99,-1.82,-2.66,-1.67,-1.92,-1.19,-2.36,-6.11,-2.93,-2.19,-1.88,-2.14
197611,2.42,2.55,3.52,2.27,2.06,6.24,2.85,8.93,2.02,3.76,5.9,5.51,2.51,3.95,5.74,2.02,3.4,2.91,3.09,2.88,1.81,0.88,-0.25,0.29,-0.57
197612,12.07,9.83,10.26,10.73,8.06,14.04,9.06,8.21,7.97,7.66,7.44,9.3,8.58,10.12,7.32,11.74,8.36,6.57,7.47,5.77,5.62,5.06,5.32,4.86,5.16
197701,4.75,6.07,3.11,6.44,2.22,2.14,4.94,2.03,2.15,2.08,-0.92,0.03,0.57,2.2,-0.14,-3.26,-2.56,-2.51,-0.89,-3.49,-5.33,-5.67,-3.57,-5.8,-4.63
197702,-2.4,-0.15,-1.3,2.09,-0.48,-2.31,0.39,0.65,-0.42,-1.03,-3.79,-0.79,-1.7,-1.59,-2.36,-5.27,-4.2,-2.04,-1.57,0.04,-2.27,-1.45,-1.7,-1.75,-1.47
197703,2.14,2.34,1.41,-0.67,0.13,1.13,-0.05,-0.11,3.16,1.52,-2.43,-0.31,-0.16,0.59,2.44,-0.7,0.56,-0.21,1.15,1.13,-1.05,-2.44,-1.38,-2.03,-0.92
197704,0.7,1.31,2.18,-0.02,0.9,2.74,3.42,2.97,1.06,2.98,1.64,1.43,1.26,2.63,2.51,0.43,1.66,1.46,2.21,0.46,1,-2.28,-0.99,-0.2,1.25
197705,0.46,-0.2,0.12,0.22,-2.69,0.2,0.51,-1.03,1.58,-1.91,-1.54,-0.94,-0.64,0.94,-1.08,-0.07,-2.5,-0.47,-0.06,-0.72,-1.27,-1.68,-2.23,-0.52,-1.13
197706,8.91,6.67,7.34,7.4,5.03,7.51,8.2,8.66,6.83,4.35,9.26,7.26,7.86,5.78,5.82,6.56,7.46,5.92,4.99,3.95,8.53,5.91,6.57,4.7,2.93
197707,0.27,0.38,-0.61,-0.12,-0.05,-1.25,0.12,-1.22,0.47,-1.26,-1.68,-0.12,-1.5,-0.24,-2.29,-0.8,-2,-2.14,-0.66,-3.61,-1.85,-1.16,0.52,-0.37,-3.57
197708,-1.88,-1.93,-0.39,-2.66,-2.47,-1.71,-1.02,-2.46,-2.27,-4.32,1.28,-2.05,-1.69,-1.9,0.57,-2.31,-1.1,-1.93,-2.36,-2.84,0.45,3.8,0.05,-2.24,-3.84
197709,1.61,1.27,-0.01,3.71,0.04,1.11,2.4,1.73,2.04,-2.52,1.97,1.84,-0.6,0.57,0.51,-1.22,0.53,0.43,0.53,0.74,-0.87,-1.18,-0.53,0.52,0.49
197710,-3.33,-2.13,-2.49,-2.83,-1.87,-2.94,-1.97,-2.7,-0.98,-2.17,-3.48,-2.28,-3.59,-3.28,-2.97,-5.53,-3.61,-3.47,-2.62,-3.4,-6.44,-4.85,-3.54,-4.09,-3.97
197711,11.22,9.54,9.72,6.41,8.53,11.78,10.67,10.19,7.46,9.23,11.06,7.72,8.29,4.45,6.51,10.09,6.3,5.58,4.52,6.6,4.48,4.79,3.56,2.79,2.7
197712,0.05,0.76,1.87,2.38,1.96,0.27,0.24,0.93,0.66,-0.03,0.69,2.91,2.2,0.53,1.04,-2.22,1.01,2.07,1.06,1.77,-1.06,-0.43,1.19,-0.84,1.88
197801,0.17,-0.44,0.11,-2.23,-2.91,-2.3,-2.38,-3.28,-2.84,-5.05,-4.03,-4.85,-4.86,-3.79,-4.33,-5.38,-6.58,-4.4,-4.99,-5.36,-5.3,-6.44,-5.28,-5.56,-7.98
197802,4.59,2.96,3.32,3.33,3.28,2.13,0.75,1.06,1.73,1.31,1.89,0.79,1.43,0.88,1.79,-0.74,-1.91,-0.86,-0.38,-1.42,-3.72,-3.12,-0.79,0.63,-2.58
197803,10.24,7.66,5.91,5.52,5.54,10.15,6.02,5.95,6.37,3.97,7.8,6.65,4.32,4.66,5.31,5.72,5.98,3.76,4.41,4.71,1.22,0.26,3.8,3.02,3.19
197804,9.65,7.83,6.89,7.71,8.71,8.74,6.89,6.14,8.14,7.07,7.93,8.21,5.96,7.72,9.01,7.51,7.9,7.04,6.16,9.46,13.95,9.86,6.61,6.14,10.64
197805,8.24,7.38,4.72,6.35,6.39,6.35,4.07,5.25,4.02,6.88,3.38,4.91,2.82,3.77,6.08,5.28,3.17,3.14,2.76,5.12,3.27,0.6,0,0.05,3.73
197806,0.38,0.16,0.65,1.48,-0.41,-1.04,-0.26,-0.05,-0.4,0.5,-0.67,0.41,-0.22,0.3,0.44,-1.13,-1.38,2.02,-0.15,-1.72,-0.98,-1.64,-1.93,-1.85,-3.22
197807,5.95,4.87,5.01,5.32,5.56,6.74,5.61,6.51,4.92,6.66,5.17,5.11,3.06,5.29,6.1,7.27,6.16,5.7,5.71,7.44,8.29,4.9,3.57,4.85,5.01
197808,11.39,7.63,7.54,7.29,10.02,10.01,7.35,6.31,7.71,7.41,7.92,5.95,6.04,5.59,7,6.17,5.24,2.39,5.28,6.64,1.34,3.34,3.61,3.68,4.43
197809,0.21,0.35,0.2,0.28,-1.12,-2.24,-2.74,-0.23,0.15,-0.71,-3.3,-2.64,0.37,-0.99,-1.65,-0.27,-1.55,-0.65,-0.94,-1.37,-2.68,-1.6,1.05,1.3,-3.72
197810,-24.96,-21.1,-17.84,-16.75,-21.63,-21.26,-19.06,-15.83,-17.6,-20.7,-17.79,-18.05,-14.48,-12.35,-20.01,-15.53,-12.43,-11.37,-11.92,-15.1,-9.44,-8.58,-8.55,-6.87,-13.37
197811,5.91,5.79,5.09,6.17,7.08,6.21,5.96,6.1,6.68,5.97,3.18,3.38,2.5,4.62,7.4,2.72,4.9,1.99,2.43,4.45,3.36,2.73,3.12,2.53,5
197812,0.49,1.38,0.72,3.04,2.87,2.64,2.04,2.59,1.6,3.01,2,2.84,0.12,1.65,2.84,1.81,0.15,1.13,1.7,1.59,1.37,3.42,-0.08,1.88,1.68
197901,12.24,10.71,9.48,11.26,9.54,8.97,7.9,9.43,8.04,8.04,7.26,6.53,7.28,7.63,8.25,7.52,5.98,5.43,5.69,5.52,2.97,3.43,4.7,4.69,5.28
197902,-2.41,-1.08,-1.38,-2.03,-2.44,-0.83,-3.37,-1.7,-3.33,-3.92,-3.19,-2.18,-3.09,-1.14,-4,-4.17,-3.55,-1.74,-2.65,-2.99,-4.86,-1.46,-2.26,-2.72,-7.21
197903,10.09,7.49,6.28,7.5,9.12,8.96,9.08,9.36,8.63,9.28,12.24,6.66,7.76,8.25,10.12,9.59,9.06,6.48,8.33,8.69,5.99,5.74,3.95,6,7.35
197904,2.51,2.42,3.73,2.63,2.54,3.33,2.03,0.52,2.99,2.84,1.81,3.06,2.11,1.49,2.38,1.75,2.42,-1.33,2.21,0.53,-0.63,1.92,-1.51,2.4,1.82
197905,-0.5,-1.24,6.21,0.25,-1.71,-2.31,-1.33,-0.47,-1.09,-2.75,0.28,-2.34,-0.3,-0.73,-3.16,-1.15,0.08,0.78,-1.28,-1.7,-1.5,-1.83,0.01,-3.73,-3.82
197906,5.31,4.46,6.34,5.95,4.79,4.22,4.31,5.83,9.93,5.88,3.89,5.67,5.24,5.76,4.61,6.31,6.51,6.85,8.65,4.53,3.13,3.16,6.14,7.95,7.5
197907,1.81,3.23,3.17,2.27,2.49,2.19,2.91,5.05,4.18,2.06,3.48,1.63,2.73,5.76,3.23,2.1,1.59,3.55,1.37,4.94,0.2,0.34,2.58,3.93,3.5
197908,6.78,6.86,7.11,8.91,8.52,7.97,6.22,7.3,8.45,7.77,6.31,5.63,6.61,7.38,10.43,9.88,5.16,5.43,7.17,9.38,6.73,5.05,5.07,4.34,7.99
197909,0.3,-0.53,-0.43,-0.55,-2.15,1.09,-0.58,-0.61,-2.76,0.77,0.43,-0.1,-1.41,-0.16,-0.79,0,-1.96,-1.14,-0.25,-0.22,-0.49,0.62,0.71,2.41,-0.25
197910,-11.11,-8.95,-11.51,-10.77,-11.61,-10.01,-10.2,-11.84,-11.22,-10.64,-8.51,-8.07,-9.56,-10.66,-9.15,-9.47,-8.08,-8.75,-8.98,-8.76,-5.08,-5.95,-7.14,-9.78,-6.33
197911,9.2,5.04,6.91,5.6,8.87,8.54,6.49,6.92,7.28,8.98,6.38,5.83,8.7,5.54,11.72,7.46,7.15,5.59,7,11.59,5.25,5.87,4.38,4.22,9.63
197912,8.81,4.92,6.91,5.89,6.88,6.57,6.83,4.22,5.95,7.39,6.63,2.8,5.3,3.02,4.27,3.49,1.53,1.64,3.6,6.25,3.05,0.56,1,1.77,6.34
198001,11.2,10.3,6.83,9.99,9.75,9.4,5.15,6.24,7.57,7.86,8.16,5.03,5.85,6.98,6.9,5.76,2.1,4.28,5.78,6.14,6.44,6.17,4.16,8.15,9.14
198002,-2.35,-3.13,-2.65,-1.85,-2.04,-3.36,-3.89,-3.69,-3.47,-2.55,-1.32,-4.71,-3,-2.81,-2.68,-2.81,-4.96,-5.1,-1.85,-0.86,-2.45,2.7,1.06,2.52,-2.38
198003,-19.93,-15.7,-15.13,-16.26,-18.63,-17.07,-15.28,-14.19,-16.48,-17.37,-15.88,-14.13,-12.96,-15.91,-16.8,-11.35,-7.87,-8.76,-14.38,-14.04,-7.62,-10.49,-10.68,-15.16,-11.31
198004,6.63,7.4,5.95,6.17,6.11,6.37,7.17,7.41,6.88,5.64,5.8,7.22,7.91,7.45,6.49,5.29,8.38,9.18,5.05,6.17,3.52,6.56,3.41,5.5,5.27
198005,6.3,6.97,7.14,7.14,7.8,11.34,8.18,9.19,8.36,8.21,10.58,7.24,8.71,7.39,8.21,9.53,8.78,7.75,6.22,7.31,6.69,5.04,4.43,3.23,5.66
198006,3.47,3.08,4.09,4.61,4.37,5.19,3.01,2.19,5.68,5.3,2.27,3.17,4.89,4.65,7.12,5.61,4.65,3.53,5.52,6.89,0.48,2.86,4.93,3.81,4.79
198007,10.9,10.52,9.16,9.23,11.12,10.39,8.69,7.48,10.86,12.21,9.46,5.87,6.83,10.73,11.07,10.1,4.77,5.44,8.22,11.37,7.96,4.2,5.42,5.99,10.86
198008,10.17,5.7,4.99,6.92,7.48,9.04,3.02,3.05,6.3,5.98,5.69,1.77,2.98,3.91,7.01,2.07,2.51,0.6,2.49,4.63,-0.1,1.27,2.75,2.33,2.84
198009,3.16,1.99,2.57,2.69,3.73,4.48,1.82,2.98,3.12,3.53,2.18,0.94,2.55,3.31,4.34,2.23,2.64,1.61,2.17,6.1,1.02,0.9,6.51,5.28,6.43
198010,4.54,3.25,1.71,4.98,5.21,1.37,-0.22,2.53,1.97,4.54,-0.95,0.83,0.97,3.81,3.46,-0.56,-0.2,2.82,-0.47,2.96,-1.55,2.44,2.83,4.98,0.32
198011,3.37,2.91,3.43,4.16,6.41,7.27,2,2.95,6.83,11.33,1.84,2.92,2.88,8.73,8.94,2.84,4.34,4.36,9.93,18.15,5.75,4.37,15.39,23.09,16.05
198012,-3.71,-2.14,-1.51,-3.65,-4.01,-2.48,-0.52,-0.46,-2.34,-3.97,-0.39,-1.28,-1.18,-4.21,-2.84,-2.07,0.93,-1.06,-2.28,-4.3,1.63,0.5,-5.4,-9.63,-3.86
198101,4.93,3.95,2.07,1.17,0.03,2.21,2.05,1.19,-0.61,-2.27,3.53,2.52,0.69,-1.08,-3.91,0.37,0.39,-0.14,-3.87,-8.78,1.39,-1.51,-9.23,-10.8,-10.16
198102,2.02,2.06,0.76,0.08,-0.02,1.16,1.49,3.37,2.95,-0.17,3.26,2.54,2.48,3.15,-0.87,4.16,1.88,1.45,3.13,1.07,5.63,3.37,-0.15,-1.27,0.34
198103,10.04,8.03,7.02,7.34,8.09,9.89,6.62,7.91,8.9,6.86,8.39,7.6,9.52,5,10.21,9.73,11.31,8.1,8.33,7.04,5.46,1.92,6.48,1.03,1.13
198104,6.05,3.95,3.19,3.32,3.44,1.49,3.81,3.72,1.26,1.79,3.62,1.19,2.86,1.89,3.75,0.17,0.17,0.87,-0.08,-1.16,-1.29,1.06,-0.27,-3.77,-6.7
198105,4.11,3.39,1.88,2.24,2.52,3.79,3.01,1.04,1.23,4.23,2.37,1.99,2,1.94,4.14,1.68,3.19,2.8,2.22,2.52,1.95,2.34,0.15,-2.76,-0.82
